,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Average_Score,Score_Discrepancy,Score_Sales_Ratio
526,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0,Ubisoft Montreal,M,79.0,4.0,14.259927797833935
527,Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,Ubisoft Montreal,M,73.5,13.0,116.66666666666667
528,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,Ubisoft Montreal,M,87.5,5.0,26.119402985074625
529,Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0,Ubisoft Montreal,M,86.0,8.0,30.49645390070922
530,Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,80.0,20.0,7.4,771.0,Ubisoft Montreal,M,77.0,6.0,104.05405405405405
531,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M,77.0,8.0,15.975103734439832
532,Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,79.0,37.0,6.9,734.0,Ubisoft Montreal,M,74.0,10.0,321.73913043478257
533,Watch Dogs,XOne,2014.0,Action,Ubisoft,0.9,0.53,0.0,0.14,1.57,78.0,15.0,5.8,712.0,Ubisoft Montreal,M,68.0,20.0,43.31210191082803
534,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,Ubisoft Montreal,M,86.0,6.0,24.64183381088825
535,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M,67.5,31.0,613.6363636363636
536,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,76.0,91.0,6.3,635.0,Ubisoft Montreal,M,69.5,13.0,30.752212389380535
537,Watch Dogs 2,PS4,2016.0,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,83.0,88.0,7.8,621.0,Ubisoft Montreal,M,80.5,5.0,71.23893805309736
538,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,M,77.5,5.0,18.364928909952607
539,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,M,76.0,8.0,18.138424821002385
540,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,73.0,40.0,7.3,480.0,Ubisoft Montreal,M,73.0,0.0,33.0316742081448
541,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8.0,451.0,Ubisoft Montreal,E10+,81.0,2.0,1620.0
542,Far Cry 4,XOne,2014.0,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82.0,15.0,7.5,383.0,Ubisoft Montreal,M,78.5,7.0,48.15950920245399
543,Far Cry: Primal,PC,2016.0,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,Ubisoft Montreal,M,61.0,26.0,381.25
544,Far Cry 2,X360,2008.0,Action,Ubisoft,0.71,0.69,0.02,0.18,1.59,85.0,75.0,6.7,288.0,Ubisoft Montreal,M,76.0,18.0,47.79874213836478
545,Tom Clancy's Rainbow Six: Siege,XOne,2015.0,Shooter,Ubisoft,0.77,0.45,0.0,0.12,1.34,74.0,24.0,6.9,252.0,Ubisoft Montreal,M,71.5,5.0,53.35820895522388
546,Prince of Persia,PS3,2008.0,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85.0,59.0,7.3,245.0,Ubisoft Montreal,T,79.0,12.0,73.83177570093457
547,Far Cry 2,PS3,2008.0,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85.0,49.0,6.4,241.0,Ubisoft Montreal,M,74.5,21.0,53.98550724637681
548,Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88.0,69.0,8.3,225.0,Ubisoft Montreal,M,85.5,5.0,43.84615384615385
549,Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T,70.5,9.0,2350.0
550,Far Cry: Primal,XOne,2016.0,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0,Ubisoft Montreal,M,70.5,13.0,80.11363636363636
551,Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81.0,73.0,7.0,189.0,Ubisoft Montreal,T,75.5,11.0,74.75247524752476
552,Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.3,185.0,Ubisoft Montreal,M,75.5,5.0,3775.0
553,Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,82.0,66.0,7.8,176.0,Ubisoft Montreal,M,80.0,4.0,33.057851239669425
554,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94.0,70.0,9.0,160.0,Ubisoft Montreal,M,92.0,4.0,82.88288288288288
555,Watch Dogs 2,XOne,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,Ubisoft Montreal,M,80.0,6.0,222.22222222222223
556,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0,Ubisoft Montreal,T,89.0,8.0,29.47019867549669
557,Prince of Persia: Warrior Within,PS2,2004.0,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,83.0,51.0,8.5,120.0,Ubisoft Montreal,M,84.0,2.0,51.21951219512196
558,Prince of Persia: The Forgotten Sands,PS3,2010.0,Action,Ubisoft,0.19,0.36,0.01,0.12,0.69,75.0,49.0,7.6,120.0,Ubisoft Montreal,T,75.5,1.0,109.42028985507247
559,Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,Ubisoft Montreal,T,76.0,4.0,122.58064516129032
560,Prince of Persia: The Two Thrones,PS2,2005.0,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68,85.0,46.0,8.5,111.0,Ubisoft Montreal,M,85.0,0.0,124.99999999999999
561,Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.04,0.02,0.01,0.07,83.0,14.0,7.8,108.0,Ubisoft Montreal,E10+,80.5,5.0,1150.0
562,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81.0,32.0,7.9,93.0,Ubisoft Montreal,M,80.0,2.0,59.70149253731343
563,Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,Ubisoft Montreal,T,82.0,8.0,248.48484848484847
564,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86.0,32.0,7.6,81.0,Ubisoft Montreal,M,81.0,10.0,64.8
565,Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78.0,46.0,6.2,80.0,Ubisoft Montreal,M,70.0,16.0,291.6666666666667
566,Far Cry Instincts,XB,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,85.0,56.0,5.7,73.0,Ubisoft Montreal,M,71.0,28.0,124.56140350877195
567,Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,50.0,6.4,58.0,Ubisoft Montreal,T,59.5,9.0,102.58620689655173
568,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,29.0,8.6,53.0,Ubisoft Montreal,M,86.5,1.0,91.05263157894737
569,Far Cry Vengeance,Wii,2006.0,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,38.0,23.0,5.3,53.0,Ubisoft Montreal,M,45.5,15.0,568.75
570,Assassin's Creed The Ezio Collection,PS4,2016.0,Action,Ubisoft,0.04,0.13,0.0,0.03,0.2,72.0,32.0,7.4,49.0,Ubisoft Montreal,M,73.0,2.0,365.0
571,Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59,80.0,34.0,7.8,46.0,Ubisoft Montreal,T,79.0,2.0,133.89830508474577
572,Lost: Via Domus,PC,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,52.0,22.0,6.0,38.0,Ubisoft Montreal,T,56.0,8.0,2800.0
573,Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.5,35.0,Ubisoft Montreal,M,79.0,8.0,98.75
574,TMNT,X360,2007.0,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,58.0,31.0,6.3,32.0,Ubisoft Montreal,E10+,60.5,5.0,108.03571428571428
575,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,15.0,6.3,32.0,Ubisoft Montreal,M,70.5,15.0,881.25
576,Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,Ubisoft,0.42,0.19,0.0,0.13,0.74,60.0,20.0,7.1,31.0,Ubisoft Montreal,T,65.5,11.0,88.51351351351352
577,Michael Jackson: The Experience,X360,2011.0,Misc,Ubisoft,0.62,0.18,0.0,0.07,0.87,63.0,31.0,6.8,29.0,Ubisoft Montreal,E10+,65.5,5.0,75.28735632183908
578,Shape Up,XOne,2014.0,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0,Ubisoft Montreal,E,70.5,25.0,391.6666666666667
579,Lost: Via Domus,PS3,2008.0,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,Ubisoft Montreal,T,61.5,15.0,123.0
580,Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63.0,30.0,6.3,26.0,Ubisoft Montreal,T,63.0,0.0,96.92307692307692
581,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.41,0.0,0.11,1.32,73.0,32.0,7.5,25.0,Ubisoft Montreal,E,74.0,2.0,56.060606060606055
582,Assassin's Creed The Ezio Collection,XOne,2016.0,Action,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0,Ubisoft Montreal,M,75.0,2.0,937.5
583,Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0,Ubisoft Montreal,T,73.5,7.0,253.44827586206898
584,Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,Ubisoft Montreal,E10+,75.0,18.0,144.23076923076923
585,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,17.0,5.8,16.0,Ubisoft Montreal,T,64.0,12.0,246.15384615384613
586,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28.0,8.5,15.0,Ubisoft Montreal,M,83.0,4.0,830.0
587,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84.0,55.0,8.6,14.0,Ubisoft Montreal,M,85.0,2.0,75.2212389380531
588,Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,63.0,21.0,8.3,14.0,Ubisoft Montreal,T,73.0,20.0,208.57142857142858
589,Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Ubisoft Montreal,E10+,70.5,13.0,587.5
590,TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,Ubisoft Montreal,E10+,39.0,4.0,354.54545454545456
591,TMNT,Wii,2007.0,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,17.0,5.9,11.0,Ubisoft Montreal,E10+,59.5,1.0,165.27777777777777
592,Tom Clancy's Splinter Cell,GBA,2003.0,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21.0,8.6,8.0,Ubisoft Montreal,T,81.5,9.0,815.0
593,Disney's Tarzan Untamed,GC,2001.0,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0,Ubisoft Montreal,E,67.5,13.0,375.0
594,Shaun White Skateboarding,PS3,2010.0,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,T,63.0,4.0,331.57894736842104
595,My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0,Ubisoft Montreal,E,69.5,13.0,73.15789473684211
596,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,8.0,7.1,7.0,Ubisoft Montreal,M,67.5,7.0,1125.0
597,Star Wars: Lethal Alliance,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7.0,7.0,Ubisoft Montreal,T,65.5,9.0,503.8461538461538
598,Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,Ubisoft Montreal,T,57.0,8.0,356.25
599,Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,Ubisoft Montreal,E10+,55.0,8.0,1375.0
600,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,Ubisoft Montreal,T,72.0,10.0,654.5454545454545
601,Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,75.0,25.0,8.8,5.0,Ubisoft Montreal,T,81.5,13.0,543.3333333333334
602,Disney's Donald Duck: Goin' Quackers,GC,2002.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3.0,4.0,Ubisoft Montreal,E,45.5,31.0,1137.5
603,ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,Ubisoft Montpellier,M,77.0,0.0,76.23762376237623
604,Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,Ubisoft Montpellier,E10+,87.5,5.0,86.63366336633663
605,Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,465.0,Ubisoft Montpellier,E10+,89.5,5.0,135.6060606060606
606,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.34,0.0,0.1,0.58,91.0,23.0,8.7,310.0,Ubisoft Montpellier,E10+,89.0,4.0,153.44827586206898
607,Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,91.0,6.0,7.9,218.0,Ubisoft Montpellier,E10+,85.0,12.0,249.99999999999997
608,Rayman Legends,X360,2013.0,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,Ubisoft Montpellier,E10+,86.0,8.0,200.0
609,Rayman Legends,PSV,2014.0,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.4,159.0,Ubisoft Montpellier,E10+,85.5,3.0,610.7142857142857
610,Rayman Raving Rabbids,Wii,2006.0,Misc,Ubisoft,1.22,0.06,0.02,0.11,1.42,76.0,54.0,7.9,116.0,Ubisoft Montpellier,E,77.5,3.0,54.5774647887324
611,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,57.0,7.5,79.0,Ubisoft Montpellier,T,77.5,5.0,298.0769230769231
612,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,82.0,41.0,8.2,68.0,Ubisoft Montpellier,T,82.0,0.0,40.19607843137255
613,Rayman Raving Rabbids 2,Wii,2007.0,Misc,Ubisoft,0.82,0.82,0.0,0.2,1.83,67.0,25.0,8.3,66.0,Ubisoft Montpellier,E10+,75.0,16.0,40.983606557377044
614,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.25,0.74,0.0,0.14,1.12,78.0,50.0,8.3,32.0,Ubisoft Montpellier,E10+,80.5,5.0,71.875
615,Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,Ubisoft Montpellier,E,70.0,6.0,333.33333333333337
616,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,Ubisoft Montpellier,E10+,58.0,2.0,223.07692307692307
617,The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,63.0,35.0,6.1,12.0,Ubisoft Montpellier,E10+,62.0,2.0,258.33333333333337
618,The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,56.0,8.0,5.7,12.0,Ubisoft Montpellier,E10+,56.5,1.0,376.6666666666667
619,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,Ubisoft Montpellier,T,83.5,3.0,157.54716981132074
620,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81.0,30.0,8.3,8.0,Ubisoft Montpellier,T,82.0,2.0,341.6666666666667
621,Tomb Raider: The Prophecy,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.8,13.0,Ubisoft Milan,T,77.0,22.0,550.0
622,MotionSports,X360,2010.0,Sports,Ubisoft,0.38,0.25,0.0,0.06,0.69,40.0,30.0,4.4,9.0,Ubisoft Milan,T,42.0,4.0,60.86956521739131
623,Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.6,48.0,Ubisoft Casablanca,E,63.5,5.0,99.21875
624,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,28.0,5.0,3.2,32.0,Ubisoft Casablanca,T,30.0,4.0,230.76923076923077
625,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.15,57.0,7.0,6.3,6.0,Ubisoft Casablanca,E10+,60.0,6.0,400.0
626,Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,58.0,6.0,7.6,31.0,Ubisoft Bulgaria,E,67.0,18.0,6700.0
627,Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,Ubisoft Bulgaria,E,58.5,5.0,417.85714285714283
628,Emergency Heroes,Wii,2008.0,Racing,Ubisoft,0.14,0.27,0.0,0.05,0.47,41.0,12.0,4.2,15.0,"Ubisoft Barcelona, Ubisoft Reflections",E10+,41.5,1.0,88.29787234042554
629,Cosmic Family,Wii,2007.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,54.0,6.0,5.7,6.0,Ubisoft Barcelona,E,55.5,3.0,693.75
630,Dark Messiah of Might and Magic Elements,X360,2008.0,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52.0,27.0,7.0,48.0,Ubisoft Annecy,M,61.0,18.0,305.0
631,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0,Ubisoft,M,80.5,5.0,28.24561403508772
632,Assassin's Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1489.0,Ubisoft,M,71.0,18.0,76.34408602150538
633,Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0,Ubisoft,M,80.5,7.0,125.78125
634,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,85.0,41.0,6.9,1307.0,Ubisoft,M,77.0,16.0,11.937984496124031
635,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0,Ubisoft,M,75.5,17.0,14.272211720226842
636,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,M,84.5,7.0,22.776280323450134
637,Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0,Ubisoft,M,82.5,7.0,25.0
638,Assassin's Creed: Rogue,PC,2015.0,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft,M,74.5,1.0,931.25
639,Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,Ubisoft,M,72.5,1.0,71.78217821782178
640,Assassin's Creed III: Liberation,PSV,2012.0,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,70.0,71.0,7.2,318.0,Ubisoft,M,71.0,2.0,53.78787878787878
641,Fighter Within,XOne,2013.0,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3.0,211.0,Ubisoft,T,26.5,7.0,139.4736842105263
642,Assassin's Creed IV: Black Flag,WiiU,2013.0,Action,Ubisoft,0.17,0.09,0.0,0.03,0.29,86.0,5.0,7.7,207.0,Ubisoft,M,81.5,9.0,281.0344827586207
643,Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,92.0,44.0,8.8,204.0,Ubisoft,T,90.0,4.0,40.54054054054054
644,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M,42.0,18.0,381.8181818181818
645,Silent Hunter III,PC,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,90.0,23.0,7.9,95.0,Ubisoft,T,84.5,11.0,1056.25
646,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78.0,Ubisoft,T,78.0,2.0,229.41176470588235
647,Prince of Persia: The Sands of Time,XB,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,92.0,41.0,7.8,72.0,Ubisoft,T,85.0,14.0,90.42553191489363
648,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.0,8.3,70.0,Ubisoft,E,78.5,9.0,2616.666666666667
649,Rocksmith,X360,2011.0,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,77.0,30.0,8.2,62.0,Ubisoft,T,79.5,5.0,70.98214285714285
650,Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,T,56.5,15.0,282.5
651,Just Dance 2014,XOne,2013.0,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,6.0,7.0,58.0,Ubisoft,E10+,70.5,1.0,156.66666666666666
652,Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.49,0.46,0.0,0.18,2.12,62.0,5.0,5.2,54.0,Ubisoft,E,57.0,10.0,26.886792452830186
653,Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.36,0.02,0.0,0.03,0.42,66.0,58.0,7.9,53.0,Ubisoft,T,72.5,13.0,172.61904761904762
654,Rocksmith,PS3,2011.0,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.12,80.0,27.0,8.3,52.0,Ubisoft,T,81.5,3.0,72.76785714285714
655,Just Dance 2014,PS4,2013.0,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,Ubisoft,E10+,65.0,20.0,158.53658536585368
656,Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47.0,Ubisoft,T,52.0,28.0,1040.0
657,Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,Ubisoft,E10+,74.0,4.0,123.33333333333334
658,Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3,90.0,16.0,8.2,42.0,Ubisoft,E,86.0,8.0,286.6666666666667
659,Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,Ubisoft,T,88.0,8.0,275.0
660,Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,Ubisoft,M,66.5,17.0,350.0
661,Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29,76.0,21.0,8.6,38.0,Ubisoft,E,81.0,10.0,279.3103448275862
662,Just Dance 4,X360,2012.0,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,Ubisoft,E10+,77.0,0.0,65.2542372881356
663,Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+,78.5,1.0,79.29292929292929
664,Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,Ubisoft,E10+,65.0,14.0,166.66666666666666
665,Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,86.0,39.0,8.5,31.0,Ubisoft,M,85.5,1.0,55.16129032258064
